tweets,id,len,date,source,likes,retweets 
b'RT @ABC: WATCH: Pres. Trump receives briefing from senior military leaders. https://t.co/snGZNkGCzG',1054863991904854022,99,2018-10-23 22:35:48,Twitter for  iPhone,0,22
b'LIVE at @TwitterNYC: Join the conversation with @karaswisher \xe2\xac\x87\xef\xb8\x8f https://t.co/u0QfuYClQ9',1054843462615482371,87,2018-10-23 21:14:14,Twitter for iPhone,7,2
b'RT @ABCPolitics: HAPPENING NOW: Countdown to the 2018 Midterm elections https://t.co/nr6CuiL6Ep',1054836915365650433,95,2018-10-23 20:48:13,TweetDeck,0,14
b'RT @FoxNews: .@SecPompeo delivers remarks in the Press Briefing Room at the Department of State. https://t.co/7RK2O6ldFN',1054833725811421185,120,2018-10-23 20:35:32,TweetDeck,0,137
"b""RT @ABC: WATCH: Pres. Trump signs America's Water Infrastructure Act of 2018. https://t.co/uiYiX05McC""",1054828030781206528,101,2018-10-23 20:12:54,TweetDeck,0,73
b'RT @latimes: A caravan of immigrants continues its march through Mexico and toward the U.S. as President Trump threatens to cut off aid to\xe2\x80\xa6',1054804222439538688,139,2018-10-23 18:38:18,TweetDeck,0,65
"b""RT @vicenews: \xe2\x9a\xa1\xef\xb8\x8f In today's #NewSpaceRace episode, we jumped into a spacesuit! \n\nhttps://t.co/TGKYmgmMx9""",1054803267484565505,104,2018-10-23 18:34:30,TweetDeck,0,4
"b'RT @NewsHour: WATCH on #Periscope: President Donald Trump speaks at a @WhiteHouse Leadership Day conference with officials from Alaska, Cal\xe2\x80\xa6'",1054800531678474240,140,2018-10-23 18:23:38,TweetDeck,0,3
"b""\xf0\x9f\x9a\x80 Happening Now: Vice News' is LIVE on @Twitter\n\xf0\x9f\x93\xb1 Tune in via @vicenews\n\xf0\x9f\x92\xac Join the conversation using #NewSpaceRace\xe2\x80\xa6 https://t.co/VEqUCCFy6C""",1054794100048826368,140,2018-10-23 17:58:05,TweetDeck,224,33
"b'RT @DenverChannel: TONIGHT: The final debate between @PolisForCO and @WalkerStapleton, hosted by @DenverChannel, @denverpost and @CAPatDU a\xe2\x80\xa6'",1054786328905347072,140,2018-10-23 17:27:12,TweetDeck,0,4
b'RT @NBCNews: LIVE: National Security Advisor Bolton holds news conference after series of meetings with Russian officials in Moscow. https:\xe2\x80\xa6',1054780230626369536,140,2018-10-23 17:02:58,Twitter for  iPhone,0,29
"b""Coming \xf0\x9f\x94\x9c: Tune in @vicenews' #NewSpaceRace at 2 pm ET / 11 am PT \xe2\xac\x87\xef\xb8\x8f https://t.co/iFVyneTPfs""",1054778130353844224,91,2018-10-23 16:54:37,TweetDeck,5,3
b'RT @NBCNews: LIVE: Race for the House: @SteveKornacki looks at the most competitive House races with 2 weeks to go until midterms --&gt; https\xe2\x80\xa6',1054767214585413632,143,2018-10-23 16:11:15,TweetDeck,0,54
"b""RT @ABCNewsLive: Turkish President says Saudis' killing of Jamal Khashoggi was \xe2\x80\x9csavagely planned\xe2\x80\x9d\nhttps://t.co/h6QxDalwZl""",1054750602301988864,121,2018-10-23 15:05:14,TweetDeck,0,18
b'RT @vicenews: Today\xe2\x80\x99s episode of #NewSpaceRace is all about space suits! \n\nSend us your questions about the awesome gear we\xe2\x80\x99re sending our\xe2\x80\xa6',1054743101124816896,139,2018-10-23 14:35:26,Twitter Web Client,0,10
"b'RT @CNBC: LIVE: The Dow drops about 400 points at the market open, as U.S. stocks sink on geopolitical concerns, and disappointing earnings\xe2\x80\xa6'",1054727582502002688,140,2018-10-23 13:33:46,Twitter for  iPhone,0,117
"b""RT @newscentermaine: WATCH | Maine's 1st Congressional District Debate between incumbent @chelliepingree and challengers @MarkHolbrook_ME a\xe2\x80\xa6""",1054507201170169856,140,2018-10-22 22:58:03,Twitter for  iPhone,0,4
"b""RT @newscentermaine: Have a question you want answered for Maine's 1st Congressional District Debate between @chelliepingree, @MarkHolbrook\xe2\x80\xa6""",1054507040972947456,140,2018-10-22 22:57:25,Twitter for  iPhone,0,3
b'RT @NewsHour: WATCH on #Periscope: President Donald Trump holds a campaign rally in Houston with Sen. Ted Cruz https://t.co/Dbou6XBt1W',1054506847678402561,134,2018-10-22 22:56:38,Twitter for  iPhone,0,19
b'RT @ABC: HAPPENING NOW: Former Pres. Barack Obama campaigns for Nevada Democrats in Las Vegas. https://t.co/HCs8cSbOi9',1054471914431877120,118,2018-10-22 20:37:50,Twitter for  iPhone,0,381
b'RT @CNN: Happening Now: Former New York Mayor Michael Bloomberg gives closing remarks at #CITIZENCNN\n\nLive updates: https://t.co/M4f2ijwOq2\xe2\x80\xa6',1054471007514357761,140,2018-10-22 20:34:13,Twitter for  iPhone,0,37
"b'RT @CNN: CNN\xe2\x80\x99s @GloriaBorger hosts a discussion on the presidency and the law with Ty Cobb, former special counsel to President Trump, and\xe2\x80\xa6'",1054463859300409345,139,2018-10-22 20:05:49,Twitter for  iPhone,0,24
"b'RT @CNN: CNN\xe2\x80\x99s political forum CITIZEN by CNN continues with Watergate investigative reporters @carlbernstein and @realBobWoodward, a discu\xe2\x80\xa6'",1054456297339473921,140,2018-10-22 19:35:46,Twitter for  iPhone,0,79
"b'RT @ABC: Pres. Trump addresses the media on South Lawn before departing for Houston, TX rally. https://t.co/BwxDNzXJrg'",1054451097362935808,118,2018-10-22 19:15:07,Twitter for  iPhone,0,56
"b""RT @CNN: Happening Now: CNN's @brianstelter is hosting a discussion with A.G. Sulzberger, publisher of The New York Times\n\nLive updates: ht\xe2\x80\xa6""",1054443699910950912,140,2018-10-22 18:45:43,Twitter for  iPhone,0,27
"b'RT @CNN: Happening Now: CNN\xe2\x80\x99s @wolfblitzer is hosting a discussion on covering the White House with @Acosta, @MajorCBS, @maggieNYT and @OKn\xe2\x80\xa6'",1054433509174116357,140,2018-10-22 18:05:13,Twitter for  iPhone,0,38
b'RT @CNN: Happening Now: CNN\xe2\x80\x99s @JakeTapper hosts a conversation with Senator Jeff Flake on \xe2\x80\x9cLessons Learned in Washington\xe2\x80\x9d #CITIZENCNN\n\nLive\xe2\x80\xa6',1054425776605593601,140,2018-10-22 17:34:30,Twitter for  iPhone,0,41
"b'RT @ABC: HAPPENING NOW: Former Vice Pres. Joe Biden campaigns with Democratic candidates in Tampa, FL. https://t.co/RKjilJPxAZ'",1054421417046011904,126,2018-10-22 17:17:10,Twitter for  iPhone,0,233
"b'RT @CNN: CNN\xe2\x80\x99s political forum CITIZEN by CNN continues with conversations with Chicago Mayor Rahm Emanuel, Sen. Jeff Flake and New York Ti\xe2\x80\xa6'",1054417903330701314,140,2018-10-22 17:03:12,Twitter for  iPhone,0,62
b'RT @NBCNews: LIVE: Race for the House: Join @SteveKornacki as he breaks down the latest data and analysis with 15 days to go until midterms\xe2\x80\xa6',1054403057876897792,140,2018-10-22 16:04:13,Twitter for  iPhone,0,81
b'RT @CNN: CNN\xe2\x80\x99s @KateBolduan discusses the impact of the female vote with Political Strategist Celinda Lake &amp; Pollster and Columnist Kristen\xe2\x80\xa6',1054397747338661889,144,2018-10-22 15:43:07,Twitter for  iPhone,0,24
b'CNN\xe2\x80\x99s @DanaBashCNN interviews @NancyPelosi live #CITIZENCNN https://t.co/CQMheEPWi4',1054388138620174338,83,2018-10-22 15:04:56,Twitter for  iPhone,5,4
b'RT @CNN: CITIZEN by CNN starts now. Watch the day-long political forum featuring discussions with thought leaders and newsmakers #CITIZENCN\xe2\x80\xa6',1054372875254329345,140,2018-10-22 14:04:17,Twitter for  iPhone,0,227
"b'RT @Circa: Sen. Warren and Republican candidate Geoff Diehl face off in a senatorial debate in Springfield, Massachusetts. https://t.co/hbK\xe2\x80\xa6'",1054152428013137921,140,2018-10-21 23:28:18,Twitter for  iPhone,0,13
"b'RT @FoxNews: .@POTUS holds ""Make America Great Again"" rally in Elko, Nevada. https://t.co/wXdiQSFhU8'",1053712678064189442,100,2018-10-20 18:20:54,Twitter for  iPhone,0,1655
"b'RT @NBCNews: LIVE: President Trump participates in a Defense roundtable at Luke Air Force Base in Arizona, following report by Saudi Arabia\xe2\x80\xa6'",1053437767064186880,140,2018-10-20 00:08:30,Twitter for  iPhone,0,64
b'RT @ABCNewsLive: HAPPENING NOW: Lotto fever grips the nation https://t.co/JoNFc3hngI',1053387043798245376,84,2018-10-19 20:46:56,Twitter for  iPhone,0,1
"b'RT @FoxNews: .@POTUS makes remarks at a ""Make America Great Again"" rally in Missoula, Montana. https://t.co/etRxIkGDTp https://t.co/m4FtUVM\xe2\x80\xa6'",1053080614335905792,140,2018-10-19 00:29:18,Twitter for  iPhone,0,841
b'RT @NBCNews: LIVE: @NBCNews Signal\n\n-Latest on Jamal Khashoggi\xe2\x80\x99s disappearance\n\n-Latest on Asian-American students\xe2\x80\x99 lawsuit against Harvard\xe2\x80\xa6',1053058523389706242,140,2018-10-18 23:01:31,Twitter for  iPhone,0,56
b'RT @ABC7NY: SURPRISE! A 13-year-old old violinist is surprising her 102-year-old friend on his birthday at a New Jersey retirement home. \xf0\x9f\x8e\xbb\xe2\x80\xa6',1053007680200167424,139,2018-10-18 19:39:29,TweetDeck,0,9
b'RT @ABCNewsLive: HAPPENING NOW: The @ABCPolitics team has the top stories in politics https://t.co/iCAyERKDL6',1053007057694220288,109,2018-10-18 19:37:01,TweetDeck,0,6
b'Happening Now: Join the conversation about Jamal Khashoggi with @NickKristof \xe2\xac\x87\xef\xb8\x8f https://t.co/LJNsCfpYEv',1052995878636539904,103,2018-10-18 18:52:35,TweetDeck,8,8
"b'RT @CNBC: Larry Kudlow, director of the National Economic Council, delivers a speech to the Detroit Economic Club titled, \xe2\x80\x9cThe American Eco\xe2\x80\xa6'",1052963822271680512,140,2018-10-18 16:45:13,Twitter for  iPhone,0,22
b'RT @FoxNews: Ambassador @NikkiHaley delivers remarks at a United Nations Security Council meeting. https://t.co/lvdCORdEGN',1052944586539192320,122,2018-10-18 15:28:46,TweetDeck,0,181
b'RT @Reuters: U.N. and human rights groups call for action on Saudi journalist Jamal Khashoggi https://t.co/FNlIklwjVJ',1052937913883865088,117,2018-10-18 15:02:15,TweetDeck,0,392
b'RT @FoxNews: .@SecPompeo delivers remarks  https://t.co/09VSQX6xXU',1052935428163203072,66,2018-10-18 14:52:23,TweetDeck,0,139
b'RT @komonews: LIVE: The 8th Congressional debate between Dr. Kim Schrier and Dino Rossi is underway. \n\n#waelex  https://t.co/J48m1SMnrv',1052741691042619392,135,2018-10-18 02:02:32,TweetDeck,0,15
"b""WATCH LIVE: @9NEWS hosts tonight's #COGovDebate between @PolisForCO and @WalkerStapleton\nhttps://t.co/9XK7e0lZzD""",1052725633539866625,112,2018-10-18 00:58:44,TweetDeck,10,7
b'@newscentermaine @Moody4Gov @JanetMillsforME Twitter Q3: @lyn_sudlow asks the candidates a question about CO2 emiss\xe2\x80\xa6 https://t.co/wO0prTLnNi',1052708129211858946,140,2018-10-17 23:49:11,TweetDeck,7,4
"b""@newscentermaine @Moody4Gov @JanetMillsforME Second Twitter question: This one's from @tmarti71 on teachers' benefi\xe2\x80\xa6 https://t.co/8OcQW1CRYc""",1052705737493938176,140,2018-10-17 23:39:40,TweetDeck,6,4
b'@newscentermaine @Moody4Gov @JanetMillsforME See the moment when the candidates answered a question about \xe2\x9b\xb7 and job\xe2\x80\xa6 https://t.co/81euMhLr7w',1052701358569205760,140,2018-10-17 23:22:16,TweetDeck,7,2
"b""WATCH LIVE: @newscentermaine hosts tonight's Maine Gubernatorial debate between @Moody4Gov and @JanetMillsforME\xe2\x80\xa6 https://t.co/Yc4rI4A2JD""",1052695163317964802,136,2018-10-17 22:57:39,TweetDeck,12,12
b'RT @TwitterGov: 20 days until #ElectionDay in the U.S. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 and candidates are squaring off at debates. \n\nTonight you can watch two gubernato\xe2\x80\xa6',1052679888447184897,140,2018-10-17 21:56:57,Twitter for  iPhone,0,9
b'RT @9NEWS: #COgovdebate TONIGHT from 7 to 8: Polis and Stapleton face off tonight in 9NEWS/Coloradoan debate https://t.co/cqA0jrRggh https:\xe2\x80\xa6',1052660921259180037,140,2018-10-17 20:41:35,TweetDeck,0,3
b'RT @fox5dc: MEDAL OF HONOR: President @realDonaldTrump is presenting the #MedalOfHonor to retired Marine Sergeant Major John Canley for his\xe2\x80\xa6',1052652839124852741,140,2018-10-17 20:09:28,TweetDeck,0,6
"b""RT @newscentermaine: Have a question for Maine's 2018 gubernatorial candidates? Use the hashtag * #MEGovDebate * and it could be used in to\xe2\x80\xa6""",1052646590878572544,140,2018-10-17 19:44:39,TweetDeck,0,3
b'RT @PPICNotes: Our live conversation with candidates for US Senate Kevin de Leon and Dianne Feinstein. #CASenate #2018election https://t.co\xe2\x80\xa6',1052638049635627009,140,2018-10-17 19:10:42,TweetDeck,0,31
"b""\xf0\x9f\x9a\x80 Happening Now: Vice News' new show is LIVE on @Twitter\n\xf0\x9f\x93\xb1 Tune in via @vicenews\n\xf0\x9f\x92\xac Join the conversation using\xe2\x80\xa6 https://t.co/SuqBoeMn8m""",1052620767542870016,135,2018-10-17 18:02:02,TweetDeck,201,37
"b""RT @ABCNewsLive: HAPPENING NOW: Plane carrying Melania Trump turns around after 'burning' smell reported, and more https://t.co/KUIdl9z1AU""",1052578344221507586,138,2018-10-17 15:13:27,Twitter for  iPhone,0,2
b'Curious about Mars? Tweet your questions using #NewSpaceRace to join the conversation. \xf0\x9f\x97\xa3 https://t.co/t6iErNRnyE',1052577178599260160,112,2018-10-17 15:08:49,TweetDeck,6,6
b'RT @FoxNews: Deputy Attorney General Rod Rosenstein delivers keynote remarks at the Federal inspector general community\xe2\x80\x99s 21st Annual Award\xe2\x80\xa6',1052562371078709248,140,2018-10-17 14:09:59,Twitter for  iPhone,0,53
"b""WATCH LIVE: @KENS5 hosts tonight's U.S. Senate debate between @tedcruz and @BetoORourke in San Antonio. #TexasDebate\nhttps://t.co/DA4B2ckNdN""",1052364397291683840,140,2018-10-17 01:03:18,TweetDeck,41,27
"b'RT @ABC7NY: THE COUNTDOWN: This week in politics, we are taking a look at how New Jersey is playing a pivotal role in the Midterm Elections\xe2\x80\xa6'",1052349860807135232,140,2018-10-17 00:05:33,Twitter for  iPhone,0,6
b'RT @ABCNews4: WATCH LIVE: Katie Arrington vs. Joe Cunningham S.C. Congressional Debate. https://t.co/vrvbQQA35r',1052333927006908417,111,2018-10-16 23:02:14,Twitter for iPad,0,12
"b""RT @TwitterGov: Tonight on Twitter!\n\xf0\x9f\x93\x8c Texas' Senate Debate with candidates @TedCruz &amp; @BetoORourke\n\xf0\x9f\x95\x97 8pm CT/ 9pm ET\n\xf0\x9f\x92\xac #TexasDebate\n\nTap bel\xe2\x80\xa6""",1052319045951868928,144,2018-10-16 22:03:06,Twitter for  iPhone,0,18
b'RT @ABCNewsLive: HAPPENING NOW: Countdown to the 2018 Midterm elections https://t.co/Eiw7kLR3yx',1052297566971461634,95,2018-10-16 20:37:45,Twitter for  iPhone,0,14
b'RT @NewsHour: WATCH on #Periscope: Attorney General Jeff Sessions and Acting Drug Enforcement Administration Administrator Uttam Dhillon di\xe2\x80\xa6',1052274308679131136,140,2018-10-16 19:05:20,Twitter for  iPhone,0,19
"b""\xf0\x9f\x9a\x80 Happening Now: Vice News' new show is LIVE on @Twitter\n\xf0\x9f\x93\xb1 Tune in via @ViceNews\n\xf0\x9f\x92\xac Join the conversation using\xe2\x80\xa6 https://t.co/WAoe1FS6RX""",1052258616634482693,135,2018-10-16 18:02:58,Twitter for iPhone,214,32
b'RT @NBCNews: LIVE: Race for the House: Join @SteveKornacki as he breaks down the latest data and analysis with 3 weeks to go until midterms\xe2\x80\xa6',1052228147201097728,140,2018-10-16 16:01:54,TweetDeck,0,86
"b""\xf0\x9f\x9a\x80 Vice News' New live show blasts off today on @Twitter\n\xf0\x9f\x93\xb1 Tune in via @ViceNews\n\xf0\x9f\x92\xac Join the conversation using\xe2\x80\xa6 https://t.co/LWphiaZ8p9""",1052207275178414080,134,2018-10-16 14:38:58,TweetDeck,7,6
b'Watch tonight\xe2\x80\x99s Texas Senate debate live on Twitter:\n\n\xe2\x9e\xa1\xef\xb8\x8f 8 p.m. CT / 9 p.m. ET\n\xe2\x9e\xa1\xef\xb8\x8f #TexasDebate\n\xe2\x9e\xa1\xef\xb8\x8f Follow along here\xe2\x80\xa6 https://t.co/qhrWvHXb7R',1052182634468642816,140,2018-10-16 13:01:03,Twitter for  iPhone,18,13
"b""RT @ABCNews4: Got questions for either @karringtonsc or @JoeCunninghamSC you'd like asked in Tuesday night's debate? Reply to this thread,\xe2\x80\xa6""",1052001664448770048,139,2018-10-16 01:01:56,Twitter for  iPhone,0,4
"b""RT @ABCNews4: We'll be live on Twitter Tuesday, Oct. 16 at 7pm ET for a S.C. Congressional candidate debate:\n\nKatie Arrington @karringtonsc\xe2\x80\xa6""",1052001653770121216,140,2018-10-16 01:01:54,Twitter for  iPhone,0,3
b'RT @TwitterLive: Happening on LIVE: \xe2\xac\x87\xef\xb8\x8f\n\n- @vicenews: #NewSpaceRace \n- @espn: Fantasy Focus Live! \n- @HipHopAwards: Pre-Show \n- @TwitterGov:\xe2\x80\xa6',1051975128639315968,140,2018-10-15 23:16:30,TweetDeck,0,22
b'\xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cSears files for bankruptcy\xe2\x80\x9d by @CNBC https://t.co/TmZYpgzpRb',1051932078726623233,64,2018-10-15 20:25:26,TweetDeck,13,5
"b""RT @Circa: A news conference is being held after a suspicious letter was found outside Sen. Susan Collins' neighborhood. https://t.co/xj6Y0\xe2\x80\xa6""",1051923708745568256,140,2018-10-15 19:52:10,TweetDeck,0,25
b'RT @ABCNewsLive: HAPPENING NOW: The @ABCPolitics team has the top stories in politics https://t.co/HEDwJPOZgv',1051919833007382529,109,2018-10-15 19:36:46,TweetDeck,0,2
"b'RT @wsvn: Live: President Trump, First Lady arrive in Panhandle to survey #HurricaneMichael damage https://t.co/v5YKwe7XsW'",1051861762113527808,122,2018-10-15 15:46:01,TweetDeck,0,14
b'#NewSpaceRace blasts off tomorrow. Tune in via @vicenews at 2 pm ET / 11 am PT tomorrow. https://t.co/sAlrEXtW2e',1051855340843794437,112,2018-10-15 15:20:30,TweetDeck,28,15
b'RT @NewsHour: WATCH LIVE: Attorney General Jeff Sessions and Deputy AG Rod Rosenstein hold a news conference about \xe2\x80\x9cefforts to reduce trans\xe2\x80\xa6',1051835878853754881,140,2018-10-15 14:03:10,Twitter for  iPhone,0,13
b'RT @ABC: WATCH: Pres. Trump speaks to reporters before leaving to tour areas affected by Hurricane Michael. https://t.co/GdGISaRZ1Z',1051828628064010240,131,2018-10-15 13:34:21,Twitter for  iPhone,0,48
b'\xe2\x8f\xb0 Tune into #NewSpaceRace &amp; come along on the journey with @vicenews starting on Tuesday and Wednesday at 2 pm ET /\xe2\x80\xa6 https://t.co/rTaomFPrms',1050834542716735488,144,2018-10-12 19:44:13,TweetDeck,17,5
"b""RT @SkyNews: \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cThe Royal Family and celebs arrive at Princess Eugenie's wedding\xe2\x80\x9d by @SkyNews\n\nhttps://t.co/dQ3Q0o9m1H""",1050707514487115776,119,2018-10-12 11:19:27,Twitter for iPhone,0,6
b'ICYMI: Watch the second UK #RoyalWedding of 2018 as Princess Eugenie marries Jack Brooksbank at Windsor Palace. https://t.co/cztxYSZKoA',1050706958909657089,135,2018-10-12 11:17:14,Twitter for iPhone,7,5
b'RT @Taylor_Wilson: For the next few weeks I\xe2\x80\x99ll be hosting a live new show for @VICE exclusively on @Twitter highlighting the latest in spac\xe2\x80\xa6',1050518871910883328,140,2018-10-11 22:49:51,TweetDeck,0,19
"b""RT @NickKristof: Let's about Jamal Khashoggi and Saudi Arabia, pivoting from the hurricane to climate change, &amp; the trade war w/China https\xe2\x80\xa6""",1050477325744308228,144,2018-10-11 20:04:46,Twitter for iPhone,0,56
b'RT @ABCNewsLive: HAPPENING NOW: The @ABCPolitics team has the top stories in politics https://t.co/TPYmO7lSmp',1050470282564182016,109,2018-10-11 19:36:46,TweetDeck,0,8
b'RT @HuffPostPol: President Trump and Kanye West meet at the White House to discuss prison reform. https://t.co/3wnk9PICxi',1050432538060226560,121,2018-10-11 17:06:47,TweetDeck,0,378
"b'RT @vicenews: This year, infinite space is about to get crowded. \n\nAnd you\xe2\x80\x99re coming along for the ride. \n\nJoin us on the #NewSpaceRace, a\xe2\x80\xa6'",1050428389465751553,139,2018-10-11 16:50:18,Twitter Web Client,0,140
b'RT @ABC: FEMA officials hold a press conference as Tropical Storm Michael takes aim at the Carolinas. https://t.co/XfBlkUKMQe',1050375338491035648,125,2018-10-11 13:19:30,TweetDeck,0,40
"b""RT @TimesTalks: We're live discussing the midterm elections led by\n@alexburnsNYT in conversation with NYT journalists @AsteadWesley, @julie\xe2\x80\xa6""",1050202483417653249,140,2018-10-11 01:52:38,Twitter for  iPhone,0,27
"b'RT @CNBC: WATCH: The Dow plunges more than 600 points, its worst drop since March. https://t.co/7adgdSYd56'",1050104808986894341,106,2018-10-10 19:24:31,TweetDeck,0,113
"b'RT @NBCNews: BREAKING: NBC News Special Report: Cat. 4 Hurricane Michael makes landfall near Panama City, Florida, with 155 mph winds. http\xe2\x80\xa6'",1050082854053527553,140,2018-10-10 17:57:16,TweetDeck,0,97
b'RT @FoxNews: President @realDonaldTrump participates in the signing ceremony for S. 2553 \xe2\x80\x93 Know the Lowest Price Act and S. 2554 \xe2\x80\x93 Patients\xe2\x80\xa6',1050081713244778497,140,2018-10-10 17:52:44,TweetDeck,0,1088
b'RT @CBSMiami: WATCH LIVE: CBS Special report on Hurricane Michael as it makes landfall in the Florida Panhandle. Track Hurricane Michael he\xe2\x80\xa6',1050076246200213504,140,2018-10-10 17:31:01,TweetDeck,0,8
"b'RT @ABC: .@ABC NEWS SPECIAL REPORT: Hurricane Michael is about to make landfall near Panama City, Florida as a potentially catastrophic Cat\xe2\x80\xa6'",1050070027318251521,140,2018-10-10 17:06:18,TweetDeck,0,169
"b'RT @NBCNews: LIVE: NBC News Special Report: Cat. 4 Hurricane Michael approaches landfall near Panama City, Florida. https://t.co/yZjIQ6mvms\xe2\x80\xa6'",1050069196455989254,140,2018-10-10 17:03:00,TweetDeck,0,67
b'RT @alroker: The latest on #hurricanemichael https://t.co/jrzQs1nCEn',1050058381610881025,68,2018-10-10 16:20:01,TweetDeck,0,26
b'RT @FoxNews: Homeland Security @SecNielsen and @FBI Director Christopher Wray testify at a Senate Homeland Security Committee hearing on Th\xe2\x80\xa6',1050023709333999616,140,2018-10-10 14:02:15,Twitter for  iPhone,0,240
b'RT @USATODAY: Florida Governor Rick Scott provides updates on Hurricane Michael. https://t.co/WCgJUGfxci https://t.co/LkwoNrskOt',1050004307200872448,128,2018-10-10 12:45:09,Twitter for iPhone,0,31
"b""WATCH LIVE: Hurricane Michael is an 'extremely dangerous' category 4 storm, National Hurricane Center says https://t.co/ff6ONveLzx""",1049990769027817472,130,2018-10-10 11:51:21,Twitter for  iPhone,13,7
"b""WATCH LIVE: @KGWNews hosts tonight's gubernatorial debate between @KateBrownForOR and @KnuteBuehler in Portland, Or\xe2\x80\xa6 https://t.co/6ITP7XKteO""",1049842838094192640,140,2018-10-10 02:03:32,TweetDeck,6,5
b'RT @ABCNewsLive: HAPPENING NOW: The @ABCPolitics team has the top stories in politics https://t.co/f1fjaLSsvF',1049750551687286791,109,2018-10-09 19:56:49,TweetDeck,0,8
b'RT @wsvn: Live on #Periscope: Gov. Scott speaks about preparations for Hurricane Michael https://t.co/M43RyjmZ1f',1049704362703052800,112,2018-10-09 16:53:17,TweetDeck,0,8
"b'RT @KTULNews: TORNADO WARNING: @NWSTulsa issues #TornadoWarning for Tulsa, Rogers and Wagoner counties until 11:45 a.m. #okwx https://t.co/\xe2\x80\xa6'",1049698779094544384,140,2018-10-09 16:31:06,TweetDeck,0,10
b'RT @NBCNews: LIVE: Race for the House: Join @SteveKornacki as he breaks down the latest data and analysis with 4 weeks to go until midterms\xe2\x80\xa6',1049694354191859712,140,2018-10-09 16:13:31,TweetDeck,0,76
b'RT @TwitterGov: Tonight on Twitter!\n\n\xf0\x9f\x93\x8c Oregon\xe2\x80\x99s Gubernatorial Debate with candidates @KateBrownForOR and @KnuteBuehler \n\xf0\x9f\x95\x96 7pm PT\n\xf0\x9f\x92\xac #ORGovDe\xe2\x80\xa6',1049679202209976321,140,2018-10-09 15:13:18,TweetDeck,0,7
b'RT @ABC: .@ABC NEWS SPECIAL REPORT: Pres. Trump announces resignation of UN Amb. Nikki Haley. https://t.co/fCTkbwmmhE https://t.co/bTWVKwEP\xe2\x80\xa6',1049675018660184065,140,2018-10-09 14:56:41,TweetDeck,0,80
"b'RT @ABC: HAPPENING NOW: FEMA holds news conference on approach of #HurricaneMichael, currently a Category 2 storm. https://t.co/dax1zIFh57'",1049650814137094144,138,2018-10-09 13:20:30,Twitter for  iPhone,0,44
"b""RT @KGWNews: The Oregon Governor's Debate is tomorrow! Tweet your question or post a video of yourself asking it and tag us using #ORGovDeb\xe2\x80\xa6""",1049499953494679557,140,2018-10-09 03:21:02,Twitter for  iPhone,0,5
b'@tmj4 @LeahVukmir @tammybaldwin Watch the moment when the candidates responded to a question from Twitter user\xe2\x80\xa6 https://t.co/qgAZhStANt',1049449950193553408,135,2018-10-09 00:02:20,TweetDeck,5,2
"b""WATCH LIVE: @TMJ4 hosts tonight's U.S. Senate debate between @LeahVukmir and @tammybaldwin in Milwaukee.\xe2\x80\xa6 https://t.co/KWWdnmZbpF""",1049434561371885569,129,2018-10-08 23:01:11,TweetDeck,17,16
b'RT @NBCNews: LIVE: Officials give update on fatal New York limo accident https://t.co/qwOUp0WMg9',1049391722034286594,96,2018-10-08 20:10:57,TweetDeck,0,26
"b'RT @ABC: LIVE: Gov. Rick Scott gives an update on preparations ahead of Hurricane Michael, which is forecast to become a major Category 3 s\xe2\x80\xa6'",1049385451008745473,140,2018-10-08 19:46:02,TweetDeck,0,27
"b""WATCH LIVE: @komonews live coverage of this afternoon's U.S. Senate debate between @MariaCantwell and @Susan4Senate\xe2\x80\xa6 https://t.co/Y4bM0qt0fO""",1049381925524258816,140,2018-10-08 19:32:02,TweetDeck,9,6
b'RT @NewsHour: WATCH on #Periscope: President Trump addresses the annual convention of @TheIACP in Orlando. #IACP2018 https://t.co/dNcM9kvrTl',1049353615998115840,140,2018-10-08 17:39:32,TweetDeck,0,6
"b""RT @ABC7NY: It's the world's largest celebration of Italian-American culture -- join us for the 74th annual #ColumbusDayParade in NYC! http\xe2\x80\xa6""",1049328871303274496,140,2018-10-08 16:01:13,TweetDeck,0,37
b'RT @tmj4: Our Senate debate between @LeahVukmir and @tammybaldwin is set for TODAY at 6:00 p.m. Use the hashtag #WISenDebate and we may ask\xe2\x80\xa6',1049304521145548800,140,2018-10-08 14:24:27,TweetDeck,0,33
b'RT @komonews: KOMO will be live streaming the U.S. Senate debate between @MariaCantwell and @Susan_Hutch at 12:30 p.m via Twitter. \n\n@Mary_\xe2\x80\xa6',1049304289968119809,140,2018-10-08 14:23:32,TweetDeck,0,6
b'RT @ABC: Watch live: Officials give update on fatal limo crash that killed 20 people in upstate New York. https://t.co/EvN1pKA1fw https://t\xe2\x80\xa6',1049012514833530880,140,2018-10-07 19:04:07,Twitter for  iPhone,0,61
b'RT @FoxNews: Senators make remarks on the Senate floor moments after Brett Kavanaugh is confirmed to the Supreme Court with a 50-48 Senate\xe2\x80\xa6',1048672446453358593,139,2018-10-06 20:32:49,Twitter for  iPhone,0,121
b'RT @ABC: LIVE: Protests continue outside the Supreme Court following confirmation of Brett Kavanaugh. https://t.co/025Nnhfysh',1048672406901014529,125,2018-10-06 20:32:39,Twitter for  iPhone,0,165
