tweets,id,len,date,source,likes,retweets 
b'RT @NBCNews: LIVE: President Trump participates in signing ceremony for VA Mission Act of 2018. https://t.co/dlzWiYU7N6',1004399748516843520,119,2018-06-06 16:28:55,TweetDeck,0,28
"b""\xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cIHOP says its changing its name to 'IHOb'\xe2\x80\x9d by @NPR https://t.co/cPjPHk5KpT""",1004390371022065664,78,2018-06-06 15:51:39,TweetDeck,7,5
b'RT @NBCNews: LIVE: Major fire burning at the Mandarin Oriental hotel in Knightsbridge area of London. https://t.co/8QYePk55Ep',1004386003115638786,125,2018-06-06 15:34:18,Twitter for  iPhone,0,80
b'RT @NBCNews: LIVE: RFK honored at Arlington National Cemetery marking the 50th anniv. of his assassination https://t.co/dwB1i0NdiX',1004368959360110592,130,2018-06-06 14:26:34,TweetDeck,0,295
b'Starting Now!\n\n#AM2DM is LIVE on Twitter. Tap here to watch and see all the best tweets from the show. \xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN',1004362272389517312,128,2018-06-06 14:00:00,TweetDeck,2,5
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PR5JzE',1004316975722426368,107,2018-06-06 11:00:00,TweetDeck,4,8
"b""Watch live coverage of tonight's primary elections via @ABCPolitics https://t.co/Cm9NYELMkf""",1004183123670847489,91,2018-06-06 02:08:08,TweetDeck,12,14
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Tap below to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',1004105590530928640,120,2018-06-05 21:00:02,TweetDeck,2,2
"b""What'd You Miss is streaming LIVE on Twitter! \nTap here to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/JApQ7W3Dpk""",1004090481783943168,96,2018-06-05 20:00:00,TweetDeck,3,3
b'Happening Now!\n\n@cheddar is LIVE on Twitter with #CheddarLIVE \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaSHhy',1004075402208464898,88,2018-06-05 19:00:05,TweetDeck,4,4
b'Watch LIVE Now!\n\n#AM2DM is streaming LIVE with guest @repbenraylujan. Get the scoop here. \xf0\x9f\x91\x87 https://t.co/Wn5vs2dkln',1003999884129853440,115,2018-06-05 14:00:00,TweetDeck,1,5
b'Watch Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. Tap here to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/RsH6PR5JzE',1003954588863492097,109,2018-06-05 11:00:01,TweetDeck,2,5
"b'RT @FoxNews: .@VP Pence delivers remarks at a reception for ""Friends of the Organization of American States."" https://t.co/1fjbfK1E1e'",1003789941816680448,133,2018-06-05 00:05:46,Twitter for  iPhone,0,122
b'RT @NBCNews: LIVE: Scottsdale and Phoenix Police Departments hold a press conference to discuss the current investigation into recent homic\xe2\x80\xa6',1003758979359625216,140,2018-06-04 22:02:44,Twitter for  iPhone,0,24
b'Bloomberg Technology is streaming LIVE on Twitter!\nTap here to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/omjoxb5JVR',1003743193505062915,100,2018-06-04 21:00:00,TweetDeck,5,4
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss.Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",1003728097852772354,114,2018-06-04 20:00:01,TweetDeck,6,3
b'Happening Now!\n\n@cheddar is streaming LIVE on Twitter. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaSHhy',1003712996177309696,81,2018-06-04 19:00:01,TweetDeck,6,2
b'RT @NBCNews: LIVE: White House press briefing https://t.co/96IxTpfurW',1003708773620436998,69,2018-06-04 18:43:14,TweetDeck,0,52
b'RT @Circa: Secretary of State Mike Pompeo speaks at the General Assembly of the Organization of American States https://t.co/PkOsxrI2gW',1003662795412594688,135,2018-06-04 15:40:32,TweetDeck,0,30
b'#AM2DM is streaming LIVE!\n\nTap here to watch and join the conversation.\xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN',1003637507697721350,96,2018-06-04 14:00:03,TweetDeck,4,5
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PQO8I6',1003592201702658048,107,2018-06-04 11:00:01,TweetDeck,2,4
"b""Starting Now!\n\nWhat'd You Miss is streaming LIVE on Twitter! Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",1002656032223621122,111,2018-06-01 21:00:01,TweetDeck,4,4
"b""Watch Now!\n\n@markets is LIVE on Twitter with What'd You Miss.\xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/JApQ7W3Dpk""",1002640929000382465,87,2018-06-01 20:00:00,TweetDeck,2,3
b'Starting Now!\n\n@cheddar is streaming LIVE on Twitter. Tap here to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaB5SY',1002625833465335810,103,2018-06-01 19:00:01,TweetDeck,5,4
b'RT @FoxBusiness: President @realDonaldTrump and North Korean official Kim Yong Chol exit the White House after meeting in the Oval Office.\xe2\x80\xa6',1002620561674121217,139,2018-06-01 18:39:04,TweetDeck,0,110
b'RT @NBCNews: LIVE: Senior North Korean official to arrive at White House. https://t.co/snRGAXiKCT https://t.co/8quQEsrHED',1002597454372655105,121,2018-06-01 17:07:15,TweetDeck,0,66
b'RT @tvkatesnow: I\xe2\x80\x99ll be live tweeting tonight during my @DatelineNBC exclusive with Andrea Constand. Watch this space 10p ET https://t.co/q\xe2\x80\xa6',1002592281579479043,140,2018-06-01 16:46:41,TweetDeck,0,21
b'RT @Circa: President Trump delivers remarks at US Coast Guard change of command https://t.co/HgVTQxzGml',1002567074823266305,103,2018-06-01 15:06:32,TweetDeck,0,14
"b""Don't miss it!\n\n#AM2DM is LIVE on Twitter with guests @repjoecrowley and @janetmock. Tap below to watch now and joi\xe2\x80\xa6 https://t.co/AcbSfmmHyh""",1002550341865492482,140,2018-06-01 14:00:02,TweetDeck,4,3
b'Watch Now!\n\n#tictocnews is LIVE on Twitter. Tap here to watch now and follow @tictoc for all the top news updates. \xf0\x9f\x91\x87\nhttps://t.co/m4SLV8LiHk',1002535233785192448,140,2018-06-01 13:00:00,TweetDeck,1,1
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PR5JzE',1002505037195571200,107,2018-06-01 11:00:01,TweetDeck,2,2
b'Bloomberg Technology is streaming LIVE on Twitter! Tap here to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',1002293643112202240,100,2018-05-31 21:00:00,TweetDeck,4,2
"b""Watch LIVE Now!\n\n@markets is LIVE on Twitter with What'd You Miss. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",1002278541772427266,93,2018-05-31 20:00:00,TweetDeck,3,1
b'Starting Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Tap here to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaB5SY',1002263447944314880,107,2018-05-31 19:00:01,TweetDeck,1,2
b'RT @ABC: HAPPENING NOW: Sec. of State Pompeo addresses press following meeting with North Korean delegation. https://t.co/3fX2wKk3IF',1002252553810251777,132,2018-05-31 18:16:44,TweetDeck,0,47
b'Happening Now!\n\nStart your morning with #AM2DM LIVE on Twitter. Tap below to watch now and join the conversation. \xf0\x9f\x91\x87https://t.co/MjgBh6PHMT',1002187951990890496,138,2018-05-31 14:00:02,TweetDeck,2,3
b'RT @postlive: Live now: Former Secretary of State @madeleine Albright sits down w/ @IgnatiusPost #SecuringTomorrow https://t.co/YFFwgue9pd',1002174611067408384,138,2018-05-31 13:07:01,TweetDeck,0,51
b'Watch Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. Tap here to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/RsH6PR5JzE',1002142645659955200,109,2018-05-31 11:00:00,TweetDeck,2,4
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',1001931253157801984,96,2018-05-30 21:00:00,TweetDeck,4,1
"b""Happening Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Watch here now. \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/JApQ7W3Dpk""",1001916159191494656,108,2018-05-30 20:00:01,TweetDeck,5,3
b'RT @FoxBusiness: LIVE: President @realDonaldTrump delivers remarks and participates in the @WhiteHouse Sports and Fitness Day on the South\xe2\x80\xa6',1001910991196737536,139,2018-05-30 19:39:29,TweetDeck,0,23
b'RT @CNBC: Watch LIVE as The Fed proposes a plan to make life easier for banks by loosening the \xe2\x80\x9cVolcker Rule.\xe2\x80\x9d https://t.co/RG2qkWwvZq',1001902981388865537,134,2018-05-30 19:07:39,TweetDeck,0,20
b'Watch Now!\n\n#CheddarLIVE is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/SV9WbaSHhy',1001901065795768320,105,2018-05-30 19:00:03,TweetDeck,3,3
b'RT @ABC: WATCH LIVE: Awarding of the 2018 Pulitzer Prizes. https://t.co/MwxryDDfRo',1001883927861227520,82,2018-05-30 17:51:57,TweetDeck,0,43
"b'RT @FoxNews: President @realDonaldTrump signs S. 204, the ""Right to Try Act"" https://t.co/1g37FdC1Fz'",1001863648749522945,100,2018-05-30 16:31:22,TweetDeck,0,368
b'RT @NBCNews: LIVE: Texas Gov. Abbott to unveil school safety plan in wake to Santa Fe mass school shooting. https://t.co/jhTp0k1r0F',1001856346516541440,131,2018-05-30 16:02:21,Twitter for  iPhone,0,35
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PQO8I6',1001780261636509697,107,2018-05-30 11:00:01,TweetDeck,8,3
b'RT @MSNBC: \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9c#EverydayRacism Town Hall on @MSNBC\xe2\x80\x9d\n\nhttps://t.co/03MMxWT8y2',1001633853050638338,76,2018-05-30 01:18:14,TweetDeck,0,224
"b'RT @MSNBC: #EverydayRacism town hall will air on @MSNBC, and stream here on Twitter, at 9 p.m. ET. https://t.co/sqV8TH65fA'",1001628587655663617,122,2018-05-30 00:57:19,TweetDeck,0,308
"b'RT @FoxNews: .@POTUS hosts a ""Make America Great Again"" rally in Nashville, Tennessee. https://t.co/QYius2ugsi'",1001616672904663041,110,2018-05-30 00:09:58,Twitter for  iPhone,0,995
"b'RT @MSNBC: As Starbucks stores close Tuesday for ""racial sensitivity"" training, @JoyAnnReid and @chrislhayes  will open a dialogue about ra\xe2\x80\xa6'",1001614381497581569,140,2018-05-30 00:00:52,TweetDeck,0,110
b'RT @ABC: HAPPENING NOW: Embattled Missouri Gov. Eric Greitens resigns. https://t.co/0vB6qfN3hV',1001576532425478144,94,2018-05-29 21:30:28,TweetDeck,0,98
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Watch here now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',1001568866718240768,112,2018-05-29 21:00:00,TweetDeck,4,3
"b""Starting Now!\n\nWhat'd You Miss is streaming LIVE on Twitter. \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",1001555188744966144,87,2018-05-29 20:05:39,TweetDeck,5,4
b'RT @FoxNews: .@statedeptspox holds a press briefing at the @StateDept. https://t.co/YuLsRCCiA1',1001542847475089409,94,2018-05-29 19:16:37,TweetDeck,0,77
b'Happening Now!\n\n@cheddar is LIVE on Twitter with #CheddarLIVE. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/SV9WbaSHhy',1001538670648872962,113,2018-05-29 19:00:01,TweetDeck,6,5
"b'RT @MSNBC: TONIGHT: As Starbucks stores close today for ""racial sensitivity"" training, @JoyAnnReid and @chrislhayes  will open a dialogue a\xe2\x80\xa6'",1001505357229953027,140,2018-05-29 16:47:38,TweetDeck,0,83
"b'RT @FoxBusiness: MARKET SELLOFF: U.S. stocks accelerated their losses as Tuesday\xe2\x80\x99s session continued, with the Dow, at its low point, dropp\xe2\x80\xa6'",1001496602664751104,140,2018-05-29 16:12:51,TweetDeck,0,34
b'Starting now!\n\n#AM2DM is LIVE on Twitter with guests @Moore_Darnell and @RoKhanna. Tap below to watch now.\xf0\x9f\x91\x87https://t.co/Wn5vs2dkln',1001463173185200129,130,2018-05-29 14:00:01,TweetDeck,5,4
b'RT @ABC: LIVE: Sec. of State Mike Pompeo delivers remarks on release of 2017 Annual Report on International Religious Freedom. https://t.co\xe2\x80\xa6',1001449500756643840,140,2018-05-29 13:05:41,Twitter for  iPhone,0,15
b'Watch Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. \xe2\xac\x87\xef\xb8\x8f https://t.co/RsH6PR5JzE',1001417876316737537,86,2018-05-29 11:00:01,TweetDeck,5,3
"b'RT @MSNBCPR: TOMORROW: In a special town hall event, @MSNBC will explore the current state of race relations in America. Hosted by @JoyAnnR\xe2\x80\xa6'",1001125417355563011,140,2018-05-28 15:37:54,Twitter for  iPhone,0,34
b'RT @ABC: WATCH LIVE: Pres. Trump participates in Memorial Day wreath-laying ceremony at Arlington National Cemetery. https://t.co/9ypW7lF5Z3',1001114974859747331,140,2018-05-28 14:56:24,Twitter for  iPhone,0,76
"b'RT @FoxNews: President @realDonaldTrump meets with Joshua Holt, a Utah man who has been incarcerated in a Venezuelan jail since 2016. https\xe2\x80\xa6'",1000538385176518656,140,2018-05-27 00:45:14,Twitter for  iPhone,0,801
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Watch it here now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/omjoxb5JVR',1000119315570479106,115,2018-05-25 21:00:00,TweetDeck,5,8
"b""Starting Now!\n\nWhat'd You Miss is LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",1000104221390393344,101,2018-05-25 20:00:02,TweetDeck,2,4
b'Happening Now!\n\n@cheddar is streaming LIVE on Twitter. #CheddarLIVE \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaSHhy',1000089124349644800,94,2018-05-25 19:00:02,TweetDeck,4,2
b'RT @KATUNews: #BREAKING: Multiple injured in what appears to be hit-and-run incident near Portland State University; massive police presenc\xe2\x80\xa6',1000075159380873218,140,2018-05-25 18:04:33,TweetDeck,0,133
"b""RT @MSNBC: Tuesday @Starbucks closes its doors for race sensitivity training and we'll open a national dialogue with a town hall hosted by\xe2\x80\xa6""",1000048659579457536,139,2018-05-25 16:19:15,TweetDeck,0,155
b'RT @ABC: HAPPENING NOW: Authorities update on Indiana middle school shooting. https://t.co/kjWy9jYYNL',1000034476867584000,101,2018-05-25 15:22:53,TweetDeck,0,276
b'RT @NewsHour: WATCH LIVE: President Trump speaks at Naval Academy graduation https://t.co/Gyd4rn7U4B',1000015177289490438,100,2018-05-25 14:06:12,TweetDeck,0,10
b'#AM2DM is LIVE! Tap here to watch the show and join the conversation. \xf0\x9f\x91\x87https://t.co/MjgBh77iEr',1000013620963520512,94,2018-05-25 14:00:01,TweetDeck,3,3
b'RT @Circa: Harvey Weinsteinappears in court after turning himself in to NYPD relating to sexual misconduct charges https://t.co/MizLdCKzFN',1000008259317755904,138,2018-05-25 13:38:42,Twitter for  iPhone,0,14
b'Happening Now!\n\n#DayBreak is streaming LIVE on Twitter. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f  https://t.co/RsH6PQO8I6',999968322283343879,107,2018-05-25 11:00:01,TweetDeck,2,6
b'Happening Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxb5JVR',999756928522768385,100,2018-05-24 21:00:01,TweetDeck,2,2
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Watch here now. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",999741831876415489,107,2018-05-24 20:00:01,TweetDeck,1,4
b'Watch Now!\n\n@cheddar is LIVE on Twitter with #CheddarLIVE. Tap here to watch now. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaB5SY',999726728741187586,108,2018-05-24 19:00:00,TweetDeck,5,3
b'RT @FoxNews: .@POTUS presents the Medal of Honor to Master Chief Britt Slabinski. https://t.co/WRaCbwggPi',999720808229588994,105,2018-05-24 18:36:29,TweetDeck,0,604
b'RT @ABC: WATCH: Pres. Trump pardons late boxer Jack Johnson. https://t.co/FFIm7MLpVa',999701475159887873,84,2018-05-24 17:19:39,TweetDeck,0,61
"b""RT @NewsHour: \xe2\x9a\xa1\xef\xb8\x8f Milwaukee police apologize for arrest of NBA's #SterlingBrown. @NewsHour's @Josh_Barrage explains what we know. \n\nhttps://\xe2\x80\xa6""",999686291590733825,140,2018-05-24 16:19:19,TweetDeck,0,23
b'Starting Now!\n\n#AM2DM is streaming LIVE on Twitter. Tap here to watch and see all the best tweets from the show. \xf0\x9f\x91\x87 https://t.co/Wn5vs1VIWN',999651233810952194,138,2018-05-24 14:00:01,TweetDeck,3,4
b'Starting Now!\n\n@BloombergTV is LIVE on Twitter with #DayBreak. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/RsH6PQO8I6',999605939824185344,113,2018-05-24 11:00:02,TweetDeck,4,3
b'RT @FoxNews: Mayor Tom Barrett makes remarks after @MilwaukeePolice released body cam video showing the arrest of @Bucks player Sterling Br\xe2\x80\xa6',999447934830874625,140,2018-05-24 00:32:11,Twitter for  iPhone,0,46
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/omjoxb5JVR',999394539709186048,96,2018-05-23 21:00:00,TweetDeck,4,2
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Tap here to watch now. \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",999379564743790593,114,2018-05-23 20:00:30,TweetDeck,4,6
b'Watch Now!\n\n@cheddar is LIVE on Twitter. \xe2\xa4\xb5\xef\xb8\x8f https://t.co/SV9WbaSHhy',999364807164940288,67,2018-05-23 19:01:51,TweetDeck,8,3
b'RT @NewsHour: WATCH on #Periscope: President Trump takes part in a roundtable discussion on immigration. https://t.co/1EeERuT4Dg',999350803621130250,128,2018-05-23 18:06:13,Twitter for  iPhone,0,14
b'RT @News3LV: WATCH LIVE: Attorneys in the David Copperfield civil trial are set to deliver closing arguments. https://t.co/7YWbd06Muk',999337870203727880,133,2018-05-23 17:14:49,TweetDeck,0,8
"b'RT @TwitterGov: \xf0\x9f\x97\xb3\xef\xb8\x8f Today, Twitter is introducing U.S. election labels for 2018 midterm candidates. \xf0\x9f\x97\xb3\xef\xb8\x8f\n\nElection labels will appear on candi\xe2\x80\xa6'",999326191034224640,140,2018-05-23 16:28:25,Twitter for iPhone,0,1294
b'RT @ABC: LIVE: The U.S. Air Force Academy holds 2018 commencement; Sec. of Defense Mattis to deliver commencement address. https://t.co/fbN\xe2\x80\xa6',999320976457437184,140,2018-05-23 16:07:41,TweetDeck,0,26
b'RT @FoxNews: .@VP Mike Pence delivers the keynote address at the @USCGAcademy\xe2\x80\x99s commencement https://t.co/MXlYtpXSOw',999316617430478848,116,2018-05-23 15:50:22,TweetDeck,0,106
b'Starting now!\n\n#AM2DM is LIVE on Twitter. Tap below to watch now. \xf0\x9f\x91\x87https://t.co/Wn5vs2dkln',999288963688009733,90,2018-05-23 14:00:29,TweetDeck,2,3
b'RT @FoxNews: .@SecPompeo testifies before the House Foreign Affairs Committee https://t.co/fdkQYtXL8a',999276296021692416,101,2018-05-23 13:10:09,Twitter for  iPhone,0,121
b'RT @ABC: LIVE: Officials hold news conference on volcanic eruption in Hawaii. https://t.co/2OIcKzlWgg https://t.co/wENhiD3CFb',999098194503102464,125,2018-05-23 01:22:26,Twitter for  iPhone,0,57
"b'RT @BuzzFeedNews: We\xe2\x80\x99re analyzing Democratic primaries in Georgia, Texas, and Kentucky that could be important races in November\nhttps://t.\xe2\x80\xa6'",999091513056546816,140,2018-05-23 00:55:53,Twitter for  iPhone,0,14
b'RT @ABCPolitics: LIVE: Pres. Trump delivers remarks at the Susan B. Anthony List 11th Annual Campaign for Life Gala. https://t.co/BEQm2RyriP',999075673036787718,140,2018-05-22 23:52:57,Twitter for  iPhone,0,9
"b""RT @BuzzFeedNews: It's election night! Join us and @DecisionDeskHQ for results from races in Georgia, Texas, and Kentucky\nhttps://t.co/gKXW\xe2\x80\xa6""",999056764275449856,140,2018-05-22 22:37:48,Twitter for  iPhone,0,45
"b""RT @gjbarb: Join @washingtonpost, won't you, for coverage tonight of primary elections in four states. \n\nKentucky: https://t.co/UatXeDNxMo\xe2\x80\xa6""",999034504558899202,139,2018-05-22 21:09:21,TweetDeck,0,46
b'Watch Now!\n\n@technology is LIVE on Twitter with Bloomberg Technology. Watch here now. \xe2\xac\x87\xef\xb8\x8f https://t.co/omjoxbnlkr',999032153433362432,112,2018-05-22 21:00:01,TweetDeck,5,8
"b'RT @tictoc: \xe2\x9a\xa1\xef\xb8\x8f SpaceX\xe2\x80\x99s flagship rocket, the Falcon 9, launched two sets of Earth-observing and communications satellites from California.\xe2\x80\xa6'",999029343723622400,139,2018-05-22 20:48:51,TweetDeck,0,1575
"b""RT @BuzzFeedNews: We're keeping an eye on primaries tonight in Georgia, Texas, and Kentucky \xf0\x9f\x97\xb3 \n\nJoin @katherinemiller, @davidmackau, and @B\xe2\x80\xa6""",999023044990562305,140,2018-05-22 20:23:49,TweetDeck,0,14
"b""Starting Now!\n\n@markets is LIVE on Twitter with What'd You Miss. Tap below to watch now. \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/JApQ7VM2xM""",999017056749092870,115,2018-05-22 20:00:01,TweetDeck,5,2
"b'RT @tictoc: WATCH: SpaceX\xe2\x80\x99s Falcon 9 just sent 2 major payloads into orbit, including its latest batch of Iridium NEXT satellites en route\xe2\x80\xa6'",999015607759724544,139,2018-05-22 19:54:16,TweetDeck,0,15
b'RT @NBCNews: LIVE: White House press briefing https://t.co/DDBJxTG9xj',999006347420143617,69,2018-05-22 19:17:28,Twitter for  iPhone,0,42
b'Happening Now!\n\n@cheddar is LIVE on Twitter with #CheddarLIVE. \xe2\xac\x87\xef\xb8\x8f https://t.co/SV9WbaB5SY',999001959683129344,89,2018-05-22 19:00:02,TweetDeck,3,4
b'RT @SkyNews: Facebook\xe2\x80\x99s Mark Zuckerberg meets with the European Parliament https://t.co/KVxwP42o8J',998957108224774144,98,2018-05-22 16:01:48,Twitter for  iPhone,0,35
"b""Watch Now!\n\n#tictocnews is LIVE on Twitter. Head here for today's top news stories. \xf0\x9f\x91\x87 \nhttps://t.co/m4SLV8tHPM""",998941662771666944,110,2018-05-22 15:00:26,TweetDeck,3,3
b'RT @alroker: Today is the publication of #ruthlesstide my book about the Johnstown Flood of 1889 https://t.co/EPUrLbOOnx',998938329864396800,120,2018-05-22 14:47:11,Twitter for  iPhone,0,20
b'RT @ajplus: NOW: Betsy DeVos testifies before the House Education Committee for the first time. https://t.co/WHKYRZ5tCr',998928897457774592,119,2018-05-22 14:09:43,Twitter for  iPhone,0,44
"b""RT @FoxBusiness: .@stevenmnuchin1 testifies to Senate Appropriations subcommittee on FY'19 budget. https://t.co/AqKBi6u3tC""",998927684955725825,122,2018-05-22 14:04:53,Twitter for  iPhone,0,9
b'Starting now!\n\n#AM2DM is LIVE on Twitter. Tap here to watch now. \xf0\x9f\x91\x87https://t.co/Wn5vs2dkln',998927103184826368,89,2018-05-22 14:02:35,TweetDeck,4,4
b'RT @FoxNews: \xe2\x9a\xa1\xef\xb8\x8f @VP Pence on @TheStoryFNC \n\nhttps://t.co/3z2BPEMw29',998709662076866560,67,2018-05-21 23:38:33,TweetDeck,0,46
"b'RT @ABC: HAPPENING NOW: School and law enforcement officials hold press conference in Santa Fe, Texas on first day back to school following\xe2\x80\xa6'",998670747248799745,140,2018-05-21 21:03:55,TweetDeck,0,61
b'RT @FoxNews: .@realDonaldTrump hosts @NASCAR Cup Series champion @MartinTruex_Jr at the White House. https://t.co/lLmJBAljNx',998632628764004352,124,2018-05-21 18:32:27,Twitter for  iPhone,0,227
b'RT @NBCNews: LIVE: President Trump participates in swearing-in ceremony of new CIA Director Gina Haspel https://t.co/0HeB8NLoRU',998576113155796993,127,2018-05-21 14:47:52,Twitter for  iPhone,0,76
b'RT @Circa: Kilauea volcano continues to erupt with fast-moving lava https://t.co/m2z72e8c20',998552337579995136,91,2018-05-21 13:13:24,Twitter for  iPhone,0,9
"b'RT @FoxNews: .@SecPompeo delivers remarks on ""After the Deal: A New Iran Strategy."" https://t.co/E7R2fuXxPQ'",998548556507172866,107,2018-05-21 12:58:22,Twitter for  iPhone,0,145
b'RT @Circa: Kilauea volcano erupts with fast-moving lava https://t.co/l6tGEVmW6M',998328768258289664,79,2018-05-20 22:25:01,Twitter for  iPhone,0,22
"b""Missed the #RoyalWedding? Have no fear, we've got you covered \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\n\nhttps://t.co/6miJndCARC""",997947082215325697,89,2018-05-19 21:08:20,TweetDeck,53,15
"b""RT @SkyNews: Prince Harry marries 'gorgeous' Meghan https://t.co/O2mAXyhHdt""",997945033511841792,75,2018-05-19 21:00:11,Twitter Web Client,0,100
b'The #RoyalWedding is about to begin! Tune in to watch #HarryAndMeghan tie the knot.\n\nhttps://t.co/lTg6amKpYB',997793883340894208,108,2018-05-19 10:59:34,TweetDeck,281,153
b'Enjoy each \xe2\x9a\xa1\xef\xb8\x8f Moment of the #RoyalWedding before the ceremony begins\n\nhttps://t.co/6miJndl004',997789482635153415,93,2018-05-19 10:42:05,TweetDeck,33,11
"b""RT @BuzzFeedNews: Get your fancy hats and gather the corgis: we're live with the royal wedding in Windsor \xf0\x9f\x92\x8d https://t.co/slI82Q1EFx""",997786390707556352,131,2018-05-19 10:29:48,TweetDeck,0,43
b'RT @Reuters: \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cLive updates: #RoyalWedding\xe2\x80\x9d\n\nhttps://t.co/LG8huMRyvz',997784355572338688,70,2018-05-19 10:21:42,Twitter Web Client,0,27
b'RT @CBSThisMorning: LAST MINUTE VOTE: Will Prince Harry will shave his beard for the #RoyalWedding? \n\n#RoyalThisMorning https://t.co/tddhkl\xe2\x80\xa6',997770452658540544,140,2018-05-19 09:26:28,TweetDeck,0,16
b'RT @alroker: On #high street in #Windsor #England awaiting #HarryandMeghan the #dukeanddutchessofsussex following the #RoyalWedd\xe2\x80\xa6 https://t\xe2\x80\xa6',997765736356630528,140,2018-05-19 09:07:43,TweetDeck,0,16
b'RT @NewsHour: WATCH on #Periscope: The #royalwedding of Prince Harry and Meghan Markle. #RoyalWedding2018 https://t.co/QPnurprcBg',997759426768572416,129,2018-05-19 08:42:39,Twitter for  iPhone,0,40
b'RT @TODAYshow: Follow along our royal wedding coverage live all morning long. #RoyalWedding  https://t.co/RQzSp0ghOw',997757405512503296,116,2018-05-19 08:34:37,Twitter for  iPhone,0,228
b'RT @tictoc: Here are the hashtags people are using to talk about the #RoyalWedding on Twitter right now #tictocnews https://t.co/K2Q3T7fI5X',997733060295692288,139,2018-05-19 06:57:53,TweetDeck,0,12
